brand,model,launch_year,km_driven,launch_price,current_price
Honda,City,2023,56393,1128438,864284
Honda,Civic,2018,25744,1824891,920314
Mahindra,Thar Roxx,2023,91651,1767853,1379611
Mahindra,XUV300,2025,74700,1201867,1073643
Tata,Punch,2021,111508,810950,581782
Mahindra,XUV300,2019,26993,1308431,748001
Honda,City,2025,24661,1110765,996365
Honda,Amaze,2025,98088,912744,805575
Maruti,Brezza,2023,14158,1119056,757874
Hyundai,i20,2018,33221,829169,423125
Hyundai,Creta,2020,24494,1355699,899432
Tata,Punch,2021,62493,996280,644582
Tata,Punch,2023,36892,904084,652271
Tata,Nexon,2023,30200,1201095,933089
Maruti,Baleno,2023,39830,850313,569168
Honda,Civic,2016,66372,1757408,615092
Tata,Harrier,2020,105119,1783847,752152
Hyundai,Creta,2025,33955,1482650,1383843
Tata,Nexon,2017,97834,1239283,443306
Tata,Nexon,2022,14805,1113851,730247
Mahindra,Scorpio,2015,85184,1596703,558846
Tata,Punch,2022,90311,926460,515842
Hyundai,Venue,2020,45740,1208980,423143
Maruti,Brezza,2020,109211,1085156,632341
Honda,Civic,2020,60853,1708445,675714
Mahindra,Scorpio,2017,25827,1559472,545815
Tata,Punch,2021,79372,978390,687565
Mahindra,Scorpio,2023,87285,1690096,1362008
Tata,Punch,2024,90182,944578,756155
Tata,Harrier,2017,60834,1888509,660978
Mahindra,Scorpio,2022,57966,1503865,1197982
Hyundai,i20,2025,109513,720944,662680
Hyundai,Creta,2018,56907,1348808,472082
Hyundai,Creta,2025,26305,1400804,1299396
Hyundai,i20,2023,82478,809943,558164
Honda,Amaze,2016,113123,909335,318267
Honda,Amaze,2021,7949,941543,633681
Hyundai,i20,2022,14664,752118,431832
Honda,Amaze,2018,54645,795562,444132
Mahindra,Scorpio,2016,22312,1564148,547451
Mahindra,Scorpio,2018,9143,1552320,543312
Tata,Harrier,2017,70262,1870312,877380
Maruti,Baleno,2017,34462,752552,263393
Mahindra,XUV300,2015,117923,1246541,496291
Maruti,Swift,2018,42695,777041,271964
Hyundai,Creta,2018,53671,1317427,461099
Mahindra,XUV300,2022,76179,1388434,787128
Tata,Nexon,2021,34596,1229932,678914
Mahindra,Thar Roxx,2025,56936,1943441,1824922
Tata,Harrier,2023,90212,1740759,1364000
Mahindra,Scorpio,2018,67692,1612834,875956
Mahindra,XUV300,2015,65701,1329450,465307
Hyundai,i20,2016,68862,886719,310351
Maruti,Brezza,2022,74877,1018869,779300
Hyundai,Venue,2017,49849,1247124,436493
Tata,Punch,2023,75662,864824,653225
Maruti,Baleno,2016,78694,817281,286048
Honda,Amaze,2023,51597,904883,760424
Honda,City,2023,113458,1151605,928464
Tata,Nexon,2025,68236,1151259,1051765
Honda,Civic,2017,80708,1802719,630951
Maruti,Baleno,2020,45604,826444,289255
Honda,City,2025,97380,1065288,954870
Maruti,Brezza,2016,71194,1128880,395108
Honda,City,2018,67837,1124164,476959
Tata,Harrier,2020,94370,1768662,1053905
Maruti,Baleno,2023,9639,859118,565962
Maruti,Brezza,2023,48300,1102766,798132
Mahindra,Thar Roxx,2021,51282,1878204,1321825
Hyundai,Creta,2021,65407,1490320,766906
Honda,City,2024,61620,1094184,911368
Maruti,Baleno,2024,70103,918030,766130
Maruti,Baleno,2020,76938,802192,398789
Honda,Amaze,2021,104458,874939,377206
Mahindra,Thar Roxx,2018,39296,1892359,662325
Honda,Amaze,2020,81095,798188,351554
Honda,Civic,2021,56339,1714166,1145768
Honda,Amaze,2025,76372,916852,856155
Maruti,Brezza,2018,109310,1065734,576789
Mahindra,Thar Roxx,2018,103374,1752052,1040988
Maruti,Swift,2025,115611,669927,596780
Hyundai,Creta,2025,80596,1493688,1325211
Hyundai,i20,2019,23868,733390,397634
Mahindra,Thar Roxx,2019,43300,1894237,1076824
Maruti,Swift,2016,99992,693756,242814
Mahindra,Scorpio,2023,115008,1698807,1343127
Hyundai,Venue,2018,115941,1243732,435306
Mahindra,Thar Roxx,2019,87606,1881172,658410
Hyundai,Creta,2018,51898,1473981,655329
Mahindra,XUV300,2016,35597,1390293,486602
Mahindra,XUV300,2019,94324,1376691,595599
Honda,Amaze,2023,35740,895563,630519
Tata,Harrier,2020,11764,1805769,851337
Hyundai,i20,2020,24658,856763,446202
Tata,Punch,2021,12514,823434,333216
Tata,Punch,2018,94575,892101,340516
Honda,Civic,2021,20057,1829101,1101411
Tata,Nexon,2023,79779,1290428,876251
Maruti,Baleno,2018,51087,916227,320679
Honda,City,2017,6655,1055034,369261
Honda,Amaze,2022,54400,947738,540502
Mahindra,Thar Roxx,2018,32230,1789882,795181
Tata,Nexon,2023,22777,1284854,1071083
Honda,Civic,2019,97341,1861242,936859
Mahindra,Scorpio,2022,66328,1582191,1233779
Hyundai,i20,2023,110454,741586,596407
Hyundai,Creta,2024,109247,1438273,1226521
Mahindra,Thar Roxx,2020,23106,1752483,1017726
Tata,Nexon,2019,47683,1121002,392350
Honda,City,2015,26192,1000788,350275
Maruti,Brezza,2021,33871,1052897,634845
Mahindra,XUV300,2016,14692,1345113,470789
Mahindra,XUV300,2016,25291,1370459,479660
Honda,Amaze,2015,103878,874687,306140
Hyundai,Venue,2018,10114,1219531,588462
Honda,Civic,2017,33331,1745120,610792
Mahindra,Scorpio,2023,58045,1564162,1169055
Honda,Civic,2024,104035,1824512,1509415
Honda,Amaze,2017,8222,774723,348679
Mahindra,XUV300,2024,47323,1387938,1175400
Mahindra,XUV300,2021,83768,1337014,913072
Maruti,Baleno,2022,78724,902529,491992
Hyundai,Creta,2016,46807,1490831,521790
Honda,City,2022,109150,1130480,736897
Tata,Nexon,2018,51633,1284001,742906
Hyundai,i20,2021,57659,847445,371245
Tata,Punch,2015,39622,893287,312650
Honda,Amaze,2023,47600,831506,706750
Honda,Civic,2016,90963,1882660,658931
Mahindra,XUV300,2021,23828,1288440,808978
Mahindra,Thar Roxx,2025,44286,1753461,1562607
Hyundai,Creta,2023,24345,1430430,915656
Honda,Civic,2023,91915,1729460,1347749
Honda,City,2023,10507,1160373,758957
Hyundai,Creta,2023,78080,1413521,1090340
Tata,Punch,2025,15079,934582,852588
Honda,Amaze,2024,62457,875909,726645
Hyundai,i20,2024,106327,736987,576844
Maruti,Brezza,2021,102462,1164979,551368
Tata,Punch,2015,103806,860930,301325
Honda,Civic,2021,21097,1708044,731770
Honda,Civic,2021,29415,1899342,1108878
Maruti,Swift,2018,114945,635813,327366
Honda,Amaze,2018,119222,922412,374457
Hyundai,Venue,2015,113185,1188214,465265
Honda,City,2023,110502,1130918,901001
Maruti,Swift,2018,79688,699711,244898
Mahindra,XUV300,2019,69545,1338203,481168
Honda,Amaze,2016,15795,891314,311959
Maruti,Swift,2022,87670,732886,504831
Maruti,Brezza,2025,70309,1082798,1019849
Tata,Nexon,2016,34319,1125415,393895
Tata,Nexon,2023,91708,1133753,733804
Mahindra,Thar Roxx,2022,93282,1909259,1383784
Maruti,Brezza,2024,65313,1118539,1005993
Mahindra,Scorpio,2025,43959,1599842,1433037
Mahindra,Thar Roxx,2023,25900,1930425,1438216
Honda,Amaze,2024,44482,902692,688430
Tata,Nexon,2022,53496,1158659,653731
Mahindra,Scorpio,2018,93314,1625710,568998
Tata,Harrier,2015,37619,1817420,636097
Tata,Punch,2016,54356,864680,302638
Honda,Civic,2019,102320,1884615,714519
Honda,Civic,2019,62717,1894587,663105
Mahindra,XUV300,2024,89050,1274355,979096
Mahindra,Scorpio,2021,86530,1587865,803203
Honda,Civic,2017,100844,1775325,621363
Maruti,Baleno,2016,75873,949984,332494
Mahindra,XUV300,2020,13705,1224317,533120
Honda,Civic,2016,102947,1717056,600969
Maruti,Swift,2023,29692,757499,497370
Mahindra,XUV300,2025,62638,1395986,1248950
Mahindra,Scorpio,2021,26686,1656195,1008174
Honda,Amaze,2021,32360,801881,411213
Mahindra,XUV300,2019,87149,1394956,685333
Honda,Civic,2020,101901,1853833,1060509
Tata,Harrier,2015,54478,1854904,649216
Maruti,Swift,2016,119264,726566,254298
Tata,Punch,2018,94145,983980,344393
Maruti,Brezza,2018,54898,1156013,584537
Hyundai,Creta,2016,33030,1365924,478073
Honda,City,2018,40925,1122640,392924
Hyundai,i20,2016,77187,891388,324720
Maruti,Swift,2015,8773,631747,221111
Hyundai,Venue,2025,118776,1136119,1043475
Honda,City,2023,62106,1151978,971217
Tata,Harrier,2022,32783,1762117,1338707
Honda,Amaze,2025,6527,826149,758290
Maruti,Baleno,2017,56010,816357,285724
Maruti,Brezza,2024,117164,1141552,907620
Hyundai,i20,2017,9440,866625,303318
Tata,Punch,2019,48361,926020,465252
Honda,City,2025,119526,1031875,961628
Maruti,Baleno,2025,96308,912409,844403
Tata,Nexon,2024,34846,1205570,963453
Honda,Amaze,2022,48539,875538,690882
Tata,Harrier,2018,52876,1705400,710140
Tata,Punch,2025,88445,877730,816157
Honda,Civic,2023,26017,1702418,1289433
Maruti,Swift,2019,66710,648454,310718
Tata,Harrier,2020,46331,1851622,669761
Hyundai,Creta,2017,103765,1488654,521028
Honda,Civic,2015,53381,1818734,636556
Mahindra,Thar Roxx,2021,86062,1892446,965895
Hyundai,i20,2022,41567,725038,400215
Mahindra,Thar Roxx,2022,13991,1857006,1012204
Mahindra,Scorpio,2016,17177,1559048,545666
Mahindra,XUV300,2017,77633,1249747,437411
Maruti,Brezza,2018,98566,1075396,376388
Maruti,Brezza,2024,60727,1189242,1026482
Honda,Civic,2016,38555,1811734,810770
Maruti,Swift,2016,44709,685182,292180
Honda,Amaze,2015,25172,789795,322100
Mahindra,Thar Roxx,2015,53949,1754028,613909
Mahindra,Thar Roxx,2015,8507,1924035,673412
Maruti,Swift,2021,97737,602009,331951
Hyundai,Creta,2022,72481,1471857,900130
Maruti,Baleno,2017,112447,774623,271118
Maruti,Baleno,2021,114166,847561,371036
Hyundai,i20,2021,5378,715336,441421
Tata,Punch,2021,103783,932689,616204
Tata,Harrier,2020,69840,1743335,1052886
Mahindra,Scorpio,2024,20687,1550035,1205575
Hyundai,Venue,2021,34623,1117217,778752
Mahindra,Thar Roxx,2025,73355,1819969,1654370
Honda,Amaze,2018,40873,864743,496626
Mahindra,XUV300,2020,39340,1263604,854642
Tata,Punch,2017,93521,857525,300133
Maruti,Swift,2023,19870,732684,580231
Mahindra,XUV300,2025,110707,1206866,1071062
Hyundai,Creta,2019,35468,1434893,502212
Hyundai,Venue,2024,35300,1193413,924439
Honda,City,2016,8557,1054022,368907
Tata,Punch,2022,90766,864632,533507
Tata,Nexon,2018,14746,1217249,651458
Tata,Harrier,2024,71143,1702002,1468037
Tata,Harrier,2021,113066,1872200,980231
Honda,Amaze,2017,32417,792006,277202
Honda,Amaze,2016,92947,890604,425829
Maruti,Swift,2025,42743,633366,572233
Tata,Punch,2023,29813,889070,720911
Maruti,Baleno,2017,68401,926719,324351
Maruti,Baleno,2019,59406,852382,298333
Maruti,Brezza,2023,114230,1052808,723147
Mahindra,Scorpio,2017,12697,1545665,540982
Hyundai,i20,2019,61116,782231,388240
Mahindra,XUV300,2024,69783,1209200,975602
Tata,Harrier,2021,104072,1892527,1354196
Honda,Civic,2023,91012,1713810,1128647
Maruti,Baleno,2023,100475,783494,523705
Hyundai,Venue,2023,82899,1195675,863307
Hyundai,i20,2015,68813,741226,259429
Mahindra,Scorpio,2022,17356,1640683,949051
Hyundai,Creta,2016,7515,1382435,544960
Mahindra,XUV300,2021,11131,1316318,720323
Honda,City,2023,80529,1118476,748192
Tata,Harrier,2020,21322,1813265,819181
Maruti,Brezza,2024,42061,1108393,935746
Mahindra,Thar Roxx,2016,63926,1933668,676783
Tata,Punch,2018,119831,863914,302369
Honda,City,2024,68985,1043398,927243
Hyundai,i20,2022,26758,881281,473335
Tata,Harrier,2018,98797,1892872,866789
Mahindra,Thar Roxx,2022,64630,1818474,1330520
Mahindra,Scorpio,2016,97108,1567577,548651
Mahindra,Scorpio,2021,119621,1625461,907644
Maruti,Baleno,2019,62893,917881,321258
Hyundai,i20,2022,9846,758502,520554
Maruti,Baleno,2017,51098,808770,336860
Maruti,Baleno,2022,48012,801162,622788
Hyundai,Venue,2015,76896,1239247,433736
Tata,Harrier,2015,59359,1841738,644608
Maruti,Swift,2025,46049,608579,550628
Hyundai,i20,2023,67013,810276,534683
Honda,City,2020,99582,1070562,661043
Mahindra,Scorpio,2023,14431,1664315,1252173
Mahindra,XUV300,2019,18755,1396771,488869
Maruti,Baleno,2017,115701,879424,307798
Hyundai,Venue,2019,33144,1169695,579239
Mahindra,Thar Roxx,2018,15219,1926603,788112
Hyundai,i20,2017,60018,767743,268710
Hyundai,Creta,2018,83665,1342418,469846
Hyundai,Creta,2016,119421,1351654,473078
Mahindra,XUV300,2021,87982,1274430,838133
Honda,Civic,2021,8500,1765579,931713
Honda,City,2023,56414,1071260,808632
Maruti,Swift,2024,15146,606995,518352
Maruti,Baleno,2018,88615,807789,282726
Hyundai,i20,2020,19429,789478,518104
Tata,Nexon,2019,52873,1278486,447470
Honda,Amaze,2025,14448,854009,802303
Maruti,Brezza,2024,97451,1126935,914774
Hyundai,Creta,2021,110864,1311058,760787
Honda,Amaze,2025,70713,845489,781178
Tata,Harrier,2016,9881,1706914,597419
Maruti,Swift,2024,93371,660050,548944
Mahindra,Thar Roxx,2020,42697,1779527,1015068
Honda,City,2025,14738,1177367,1080976
Maruti,Brezza,2021,82158,1058701,719898
Mahindra,XUV300,2019,9390,1340062,469021
Maruti,Swift,2021,56839,616428,459538
Hyundai,i20,2021,91670,822120,358430
Maruti,Baleno,2022,113085,785773,554626
Hyundai,Creta,2015,78996,1460745,616795
Mahindra,Scorpio,2016,84146,1659159,664749
Hyundai,i20,2021,81667,869627,583726
Honda,Civic,2023,38724,1707955,1247450
Hyundai,Venue,2021,86975,1188261,711260
Mahindra,Thar Roxx,2023,76345,1918105,1488867
Tata,Nexon,2024,75845,1215662,1008008
Honda,Civic,2017,118869,1720092,703872
Tata,Punch,2016,78907,815048,285266
Hyundai,Venue,2016,106048,1109451,388307
Hyundai,Creta,2019,45094,1345906,572297
Tata,Punch,2016,119011,837933,293276
Honda,City,2025,57926,1135301,1046414
Tata,Punch,2020,111610,960644,429809
Hyundai,i20,2024,117674,803416,716447
Mahindra,Scorpio,2016,8597,1562485,546869
Tata,Harrier,2020,106140,1726984,940794
Honda,Amaze,2022,99260,810513,463214
Maruti,Baleno,2025,80415,922731,842488
Mahindra,XUV300,2020,34402,1361825,676986
Maruti,Brezza,2015,22411,1109290,388251
Mahindra,Thar Roxx,2023,91526,1910058,1599704
Mahindra,Scorpio,2021,32614,1557729,872876
Tata,Harrier,2022,104945,1884470,1049137
Maruti,Baleno,2015,61605,923513,323229
Mahindra,XUV300,2017,54882,1230102,430535
Mahindra,XUV300,2021,26170,1202164,610103
Mahindra,Thar Roxx,2017,22647,1923341,1049515
Tata,Nexon,2017,52495,1118743,505360
Honda,Civic,2017,7758,1746229,611180
Tata,Harrier,2020,12171,1805874,761243
Hyundai,i20,2021,29957,899371,366826
Tata,Nexon,2021,65473,1297456,608337
Tata,Nexon,2015,8066,1121789,392626
Mahindra,Thar Roxx,2015,21756,1788859,626100
Mahindra,XUV300,2019,65114,1333607,466762
Tata,Punch,2016,88993,852469,399172
Mahindra,Scorpio,2018,70197,1675849,586547
Maruti,Baleno,2016,86889,840650,294227
Mahindra,Thar Roxx,2025,24022,1772534,1610057
Tata,Harrier,2025,51037,1880551,1675109
Honda,Civic,2025,90655,1794421,1590503
Tata,Harrier,2019,44143,1869336,654267
Hyundai,Creta,2017,119765,1376597,497350
Maruti,Baleno,2022,43833,898378,555220
Hyundai,i20,2015,50489,772623,270418
Maruti,Baleno,2015,27725,755813,264534
Honda,City,2023,113954,1119850,773505
Honda,Civic,2020,11492,1767945,1044528
Maruti,Baleno,2024,102602,751378,607116
Hyundai,i20,2017,48142,750941,262829
Hyundai,i20,2019,41064,878849,537942
Mahindra,XUV300,2015,108679,1350771,497821
Maruti,Brezza,2020,50570,1114863,591891
Hyundai,Creta,2015,21076,1459860,510950
Hyundai,i20,2025,83332,702108,660356
Mahindra,Thar Roxx,2024,113289,1797064,1452214
Mahindra,XUV300,2024,38847,1235098,1049884
Maruti,Brezza,2018,61301,1028104,359836
Hyundai,i20,2022,30483,886785,470144
Tata,Nexon,2023,112472,1263065,834339
Tata,Nexon,2017,46860,1261406,539949
Mahindra,Thar Roxx,2025,33371,1866115,1679383
Hyundai,Venue,2017,99046,1138856,509729
Honda,Civic,2025,49960,1855088,1717726
Maruti,Baleno,2018,116252,821567,287548
Tata,Nexon,2021,14363,1146221,661769
Hyundai,Creta,2018,62272,1393024,606811
Mahindra,Scorpio,2015,76024,1657278,580047
Maruti,Baleno,2022,47526,859548,622675
Honda,Civic,2024,62234,1896261,1584858
Tata,Punch,2016,55156,945443,330905
Hyundai,Venue,2017,43737,1193991,638289
Mahindra,XUV300,2019,51199,1321984,477211
Honda,City,2016,89531,1119762,391916
Tata,Punch,2018,55955,878159,448713
Mahindra,Thar Roxx,2020,49161,1896997,663948
Mahindra,Scorpio,2025,82559,1613983,1505831
Maruti,Brezza,2016,71492,1064097,372433
Maruti,Baleno,2019,46138,877936,307277
Hyundai,Creta,2022,21084,1444970,1006055
Honda,Amaze,2016,109580,759599,265859
Hyundai,Venue,2016,111805,1114591,390106
Mahindra,Scorpio,2019,44352,1691308,591957
Honda,City,2019,91761,1026398,420601
Maruti,Brezza,2025,64246,1080824,990830
Hyundai,Creta,2024,65523,1301800,1161930
Hyundai,Creta,2020,80695,1375844,481545
Tata,Harrier,2017,16462,1880794,658277
Hyundai,i20,2019,77539,846739,296358
Honda,City,2024,112391,1086180,844434
Maruti,Baleno,2022,95550,758100,571862
Hyundai,Creta,2017,97798,1476664,542672
Hyundai,Creta,2022,65357,1325588,889602
Maruti,Brezza,2018,54509,1124811,393683
Tata,Punch,2022,35298,886785,612913
Honda,Civic,2025,112788,1729244,1576181
Maruti,Brezza,2017,43586,1119513,391829
Mahindra,Thar Roxx,2020,59569,1785303,1006578
Honda,Amaze,2019,36967,945316,507508
Honda,Civic,2024,68720,1829709,1505647
Hyundai,i20,2018,55575,747330,261565
Tata,Harrier,2025,102028,1837980,1682980
Mahindra,Scorpio,2020,92178,1527154,1034520
Tata,Harrier,2016,91976,1797859,691108
Mahindra,XUV300,2020,64542,1339233,772141
Mahindra,XUV300,2024,29873,1275336,1050528
Maruti,Baleno,2023,102859,911235,767295
Mahindra,Thar Roxx,2023,53202,1852332,1561904
Honda,Civic,2023,66146,1759390,1246496
Mahindra,XUV300,2022,53422,1329366,840199
Honda,Amaze,2018,27431,858295,315272
Tata,Nexon,2022,15707,1190262,803990
Mahindra,XUV300,2025,89148,1221386,1100952
Tata,Harrier,2017,94641,1834133,641946
Honda,Amaze,2023,114987,853006,705558
Maruti,Baleno,2024,31103,783054,631681
Mahindra,Thar Roxx,2022,58702,1781595,1261528
Hyundai,i20,2025,45108,799362,715290
Mahindra,Scorpio,2024,22654,1607995,1425054
Maruti,Swift,2023,97994,702589,554259
Mahindra,Scorpio,2025,93895,1672561,1523938
Honda,Amaze,2022,104332,891202,691639
Honda,City,2020,97657,1101889,431635
Tata,Nexon,2020,41395,1214376,683306
Honda,Amaze,2016,40685,883380,309183
Maruti,Baleno,2022,72675,794322,427497
Maruti,Baleno,2020,103244,906287,546089
Tata,Nexon,2025,40311,1127884,1003163
Honda,Amaze,2023,85401,847401,595548
Hyundai,Venue,2019,50064,1172915,500728
Mahindra,XUV300,2019,62639,1258242,441400
Tata,Harrier,2017,14724,1776024,621608
Maruti,Brezza,2025,20177,1191203,1062000
Mahindra,Scorpio,2020,63917,1559468,1089963
Tata,Punch,2016,75625,855380,299383
Tata,Punch,2017,17952,976767,341868
Tata,Harrier,2025,41330,1770753,1636946
Honda,Civic,2022,93326,1773011,1046398
Hyundai,Venue,2025,105495,1268412,1119272
Tata,Nexon,2023,74538,1283666,846549
Mahindra,Scorpio,2022,21918,1552967,1072481
Honda,City,2021,66958,1056659,458741
Tata,Nexon,2016,110263,1107029,387460
Tata,Harrier,2020,50817,1742425,1057402
Tata,Harrier,2023,37693,1832836,1470986
Mahindra,Scorpio,2022,48719,1683863,1182435
Mahindra,XUV300,2021,19440,1317458,712135
Tata,Nexon,2019,54521,1242328,683871
Mahindra,XUV300,2024,103836,1236556,977487
Hyundai,Creta,2016,74627,1342183,645558
Tata,Punch,2022,23576,973959,655551
Hyundai,Creta,2025,14298,1403468,1271103
Hyundai,i20,2025,109070,877579,809314
Maruti,Swift,2020,84040,771267,419591
Maruti,Baleno,2018,41970,860044,385170
Tata,Punch,2024,116503,832136,716059
Honda,Civic,2019,62202,1824695,772191
Maruti,Swift,2018,66327,794509,278078
Mahindra,Scorpio,2019,80852,1529336,791079
Hyundai,Venue,2015,67776,1235442,439093
Tata,Harrier,2020,101236,1781370,1099297
Honda,Civic,2023,69734,1772387,1335417
Tata,Punch,2019,64888,878704,307546
Hyundai,Venue,2018,59729,1209395,423288
Mahindra,Thar Roxx,2016,74729,1834064,641922
Tata,Nexon,2023,45663,1131423,944198
Hyundai,i20,2023,61444,763122,510679
Hyundai,Venue,2017,5895,1245155,435804
Hyundai,Creta,2022,45583,1458805,903666
Honda,Civic,2024,17755,1881682,1599471
Honda,City,2020,40495,1036364,662313
Hyundai,Creta,2018,112616,1450435,507652
Tata,Punch,2021,80038,881089,380331
Hyundai,i20,2020,85837,889435,311302
Maruti,Swift,2021,48554,639548,477001
Honda,Civic,2018,81310,1870367,988906
Hyundai,Venue,2017,36118,1264985,442744
Hyundai,Creta,2024,67736,1363275,1130344
Honda,City,2016,116865,1066305,373206
Maruti,Baleno,2016,9566,926221,324177
Maruti,Brezza,2022,29944,1062328,647363
Tata,Nexon,2020,92704,1249571,528552
Tata,Nexon,2021,93226,1194584,895468
Mahindra,Thar Roxx,2018,118872,1767148,618501
Mahindra,XUV300,2023,95997,1260275,987536
Honda,Amaze,2023,111185,750554,603006
Hyundai,Creta,2025,59327,1334005,1174850
Honda,Amaze,2021,47854,786467,458310
Tata,Harrier,2019,22591,1878778,939670
Honda,Amaze,2023,79790,863490,645193
Tata,Nexon,2016,106087,1148010,401803
Tata,Nexon,2025,100896,1161531,1040811
Maruti,Swift,2019,7641,656225,362333
Honda,Amaze,2019,116486,757649,381922
Maruti,Swift,2024,34508,664273,572385
Mahindra,Thar Roxx,2016,56965,1870622,654717
Hyundai,Creta,2017,99438,1355333,706082
Mahindra,Thar Roxx,2020,97790,1924673,680689
Mahindra,Scorpio,2022,88162,1517683,946178
Hyundai,Venue,2019,54542,1192478,417367
Honda,Civic,2015,25925,1720515,602180
Tata,Punch,2022,80130,928875,532880
Honda,City,2025,94713,1067650,962934
Mahindra,Thar Roxx,2021,97504,1763823,904480
Hyundai,Creta,2019,114738,1458499,510474
Hyundai,Venue,2022,16220,1135518,679205
Honda,Civic,2024,89097,1881154,1538923
Mahindra,Scorpio,2017,83970,1603209,561123
Honda,Amaze,2021,19826,917442,521851
Tata,Nexon,2023,6835,1129667,773198
Mahindra,XUV300,2024,71820,1254097,1029000
Honda,City,2015,22694,1033324,419716
Honda,Amaze,2024,112098,819681,705951
Mahindra,Thar Roxx,2018,89386,1904510,1018077
Honda,Amaze,2017,67416,891945,369631
Mahindra,Thar Roxx,2017,93238,1895704,663496
Maruti,Brezza,2019,98249,1175181,411313
Maruti,Baleno,2023,86876,858671,713088
Hyundai,Creta,2015,90601,1432269,501294
Honda,Amaze,2015,31901,853407,298692
Mahindra,XUV300,2015,88344,1227285,429549
Honda,Amaze,2015,52809,811585,284054
Maruti,Baleno,2019,25321,922296,322803
Mahindra,Scorpio,2023,81977,1668519,1290794
Hyundai,i20,2022,72246,873834,609238
Honda,Amaze,2024,97779,867167,765146
Hyundai,Venue,2023,13807,1164044,753965
Mahindra,XUV300,2022,30813,1304632,940955
Mahindra,Thar Roxx,2020,76691,1928277,674896
Mahindra,Thar Roxx,2020,98053,1764173,624397
Maruti,Baleno,2025,20073,779114,707905
Tata,Punch,2021,115845,867923,418823
Honda,Civic,2025,21563,1829470,1638754
Tata,Harrier,2025,107991,1723117,1566761
Mahindra,XUV300,2021,6495,1305646,914399
Maruti,Baleno,2017,118542,911109,318888
Hyundai,Venue,2017,72539,1196603,560392
Mahindra,Thar Roxx,2023,92510,1938105,1449316
Mahindra,XUV300,2015,107076,1295376,453381
Mahindra,Scorpio,2020,87205,1533515,694966
Maruti,Baleno,2018,36567,834234,291981
Honda,Civic,2015,34061,1713021,599557
Maruti,Swift,2025,25845,688762,641063
Mahindra,XUV300,2025,111352,1340373,1222322
Mahindra,Scorpio,2022,59913,1569825,1115187
Hyundai,Creta,2025,59000,1421796,1303624
Honda,Amaze,2023,5181,908463,668643
Maruti,Baleno,2023,117889,833959,575247
Mahindra,XUV300,2024,25634,1322484,1133410
Honda,Civic,2015,40241,1737140,607999
Honda,City,2019,15344,1065095,533699
Hyundai,Venue,2020,40696,1288119,689035
Honda,City,2018,72557,1173195,410618
Mahindra,Thar Roxx,2022,69893,1935780,1042186
Honda,Amaze,2018,42790,848155,449378
Hyundai,Venue,2018,77300,1160602,406210
Mahindra,Thar Roxx,2016,37238,1926662,674331
Honda,City,2017,119734,1057341,557353
Tata,Nexon,2021,115122,1150503,734657
Hyundai,Venue,2023,88452,1147549,743458
Maruti,Brezza,2023,18751,1164553,975359
Honda,Civic,2016,20332,1801365,630477
Mahindra,Thar Roxx,2018,82110,1875620,656467
Mahindra,Thar Roxx,2022,112945,1836559,1114895
Maruti,Brezza,2019,88521,1193793,417827
Honda,Civic,2017,97320,1759343,615770
Honda,Amaze,2022,44023,879378,544515
Honda,City,2023,41714,1133589,803653
Honda,Civic,2024,85243,1876061,1474561
Hyundai,Creta,2015,114724,1323360,463175
Tata,Nexon,2022,97275,1186629,928269
Maruti,Baleno,2023,7032,794113,638344
Mahindra,XUV300,2019,73350,1273532,445736
Hyundai,Creta,2017,66244,1328470,584065
Honda,City,2023,44979,1106962,926707
Tata,Punch,2024,111215,909764,803625
Honda,Amaze,2019,33731,907642,330415
Hyundai,Venue,2015,92387,1227046,429466
Honda,Amaze,2017,101045,917221,321027
Tata,Nexon,2025,80776,1299005,1187356
Mahindra,Thar Roxx,2019,24502,1775470,834976
Tata,Nexon,2024,69031,1278499,1023459
Honda,City,2019,74169,1147220,401527
Mahindra,Thar Roxx,2024,106318,1949236,1617633
Tata,Punch,2022,70714,968730,627916
Mahindra,Scorpio,2024,69364,1557299,1276813
Maruti,Swift,2020,99978,766937,268427
Honda,Civic,2021,112496,1898692,1246724
Mahindra,XUV300,2023,28409,1270803,915056
Mahindra,Thar Roxx,2022,29937,1888527,1364256
Honda,City,2022,99164,1081190,748090
Tata,Nexon,2018,91886,1112679,389437
Tata,Punch,2019,31221,850987,507492
Mahindra,XUV300,2025,117711,1236774,1125635
Hyundai,Creta,2020,55054,1316796,621417
Honda,Civic,2015,85784,1715775,600521
Mahindra,XUV300,2020,17852,1387016,688889
Hyundai,i20,2024,22277,738907,574766
Tata,Nexon,2021,74491,1292035,733399
Honda,City,2018,43515,1186202,529544
Hyundai,i20,2019,21887,807155,282504
Honda,Amaze,2015,29806,925880,324058
Maruti,Baleno,2019,101009,786697,402057
Honda,City,2022,33013,1176342,650851
Maruti,Baleno,2017,34579,762283,266799
Honda,City,2018,71002,1010379,504364
Maruti,Brezza,2019,93565,1159272,615700
Maruti,Swift,2025,38412,613833,576589
Hyundai,Creta,2025,83089,1351587,1238511
Hyundai,Creta,2018,55639,1381212,483424
Tata,Nexon,2018,41452,1283610,680866
Hyundai,Creta,2019,111676,1380823,534140
Hyundai,Creta,2019,50943,1481429,675297
Hyundai,Creta,2021,91407,1382403,867760
Tata,Harrier,2018,24716,1775104,621286
